Level,Date and Time,Source,Event ID,Task Category
Information,17/12/2022 09:44:41,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 4 to 5.

Reason SessionUnlock 

BootId: 5"
Error,17/12/2022 09:44:32,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NMPJ99VJBWV-Microsoft.YourPhone.
Information,17/12/2022 09:44:32,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,17/12/2022 09:44:30,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_1.22102.229.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,17/12/2022 09:44:04,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\WINDOWS\System32\config\DRIVERS (TM: {1768cc05-7ded-11ed-84ea-70a6ccc63fa8}, RM: {1768cc04-7ded-11ed-84ea-70a6ccc63fa8}) finished with result=0xC00000A2 (Internal code=7)."
Information,17/12/2022 09:44:04,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\WINDOWS\System32\config\SYSTEM (TM: {1768cc00-7ded-11ed-84ea-70a6ccc63fa8}, RM: {1768cbff-7ded-11ed-84ea-70a6ccc63fa8}) finished with result=0xC00000A2 (Internal code=7)."
Information,17/12/2022 09:43:50,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9P1J8S7CCWWT-Clipchamp.Clipchamp
Information,17/12/2022 09:43:49,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9P1J8S7CCWWT-Clipchamp.Clipchamp
Information,17/12/2022 09:43:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Clipchamp.Clipchamp_2.5.13.0_neutral__yxz26nhyzhsrt\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,17/12/2022 09:43:46,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,17/12/2022 09:43:46,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,17/12/2022 09:30:30,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00001120000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:30:30,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,17/12/2022 09:28:14,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00001120000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:28:14,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00001020000003). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:28:14,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00001020000003). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:28:14,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00001320000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Warning,17/12/2022 09:28:13,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,17/12/2022 09:27:58,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00001320000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:27:58,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFC00000820000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:27:54,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFC00000820000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,17/12/2022 09:27:49,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,17/12/2022 09:26:16,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.381.579.0)
Warning,17/12/2022 09:26:13,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,17/12/2022 09:26:12,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.381.579.0)
Error,17/12/2022 09:26:12,Service Control Manager,7000,None,"The Steam Client Service service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,17/12/2022 09:26:12,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Steam Client Service service to connect.
Information,17/12/2022 09:26:12,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Warning,17/12/2022 09:25:57,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,17/12/2022 09:25:55,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,17/12/2022 09:25:42,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,17/12/2022 09:25:40,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2022‎-‎12‎-‎17T00:36:55.253586100Z
Wake Time: ‎2022‎-‎12‎-‎17T09:25:39.853567500Z

Wake Source: Unknown"
Warning,17/12/2022 09:25:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,17/12/2022 09:25:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,17/12/2022 09:25:40,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,17/12/2022 09:25:39,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 2 to 4.

Reason Unknown 

BootId: 5"
Warning,17/12/2022 09:25:39,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,17/12/2022 09:25:39,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,17/12/2022 09:25:39,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 1 to 2.

Reason SxTransition 

BootId: 5"
Information,17/12/2022 09:25:39,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,17/12/2022 09:25:39,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,17/12/2022 09:25:39,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Warning,17/12/2022 09:25:38,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,17/12/2022 09:25:38,Netwtw10,7026,None,7026 - Dump after return from D3 after cmd
Information,17/12/2022 09:25:38,Netwtw10,7025,None,7025 - Dump after return from D3 before cmd 
Information,17/12/2022 09:25:38,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2022‎-‎12‎-‎17T09:25:38.500000000Z from ‎2022‎-‎12‎-‎17T00:36:57.142306000Z.
Time Delta: 31721357 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2022‎-‎12‎-‎17T09:25:38.500000000Z
Current time zone bias: 0
RTC time is in UTC: false
System time was based on RTC time: false"
Information,17/12/2022 00:36:57,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,17/12/2022 00:36:56,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,17/12/2022 00:36:55,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 0 to 1.

Reason ScreenOffGracePeriod 

BootId: 5"
Information,17/12/2022 00:36:55,Microsoft-Windows-Kernel-Power,187,(243),User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,17/12/2022 00:36:55,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Error,17/12/2022 00:36:46,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1053"" attempting to start the service BcastDVRUserService_52d12 with arguments ""Unavailable"" in order to run the server:
Windows.Media.Capture.Internal.AppCaptureShell"
Error,17/12/2022 00:36:46,Service Control Manager,7000,None,"The BcastDVRUserService_52d12 service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,17/12/2022 00:36:46,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the BcastDVRUserService_52d12 service to connect.
Information,17/12/2022 00:36:46,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-TBPOCIG) has initiated the power off of computer DESKTOP-TBPOCIG on behalf of user DESKTOP-TBPOCIG\Abdo for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shut-down Type: power off
 Comment: "
Information,17/12/2022 00:00:07,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,16/12/2022 23:45:20,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,16/12/2022 23:43:04,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,16/12/2022 23:40:53,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,16/12/2022 20:57:44,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,16/12/2022 20:55:40,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,16/12/2022 20:22:37,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,16/12/2022 20:20:33,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,16/12/2022 20:06:45,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00000E20000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:06:45,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,16/12/2022 20:04:37,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00000E20000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:37,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00000220000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:37,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00000220000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:37,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00000B20000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:25,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00000B20000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:25,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFC00000020000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:25,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFC00000020000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 20:04:25,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00001020000002). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Warning,16/12/2022 19:57:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,16/12/2022 19:54:23,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00001020000002). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:54:23,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00001020000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:54:23,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00001020000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:54:23,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00000620000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:44:47,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00000620000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:44:47,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:2869/upnp/eventing/) from URL group (0xFE00001220000001). Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:44:46,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:2869/upnp/eventing/) to URL group (0xFE00001220000001). Status: 0x0. Process Id 0x3550 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 19:42:28,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,16/12/2022 19:41:30,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,16/12/2022 19:41:24,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 513 keys and creating 43 modified pages.
Information,16/12/2022 19:00:08,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,16/12/2022 18:44:06,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.381.542.0)
Information,16/12/2022 18:44:02,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.381.542.0)
Information,16/12/2022 18:44:02,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Warning,16/12/2022 18:43:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:43:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:43:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,16/12/2022 18:43:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 49 keys and creating 13 modified pages.
Information,16/12/2022 18:43:04,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,16/12/2022 18:42:47,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 19 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,16/12/2022 18:42:47,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 16 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,16/12/2022 18:42:47,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 17 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,16/12/2022 18:42:47,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 18 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,16/12/2022 18:42:44,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:42:04,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:42:03,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:42:02,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,16/12/2022 18:41:51,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,16/12/2022 18:41:51,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,16/12/2022 18:41:50,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,16/12/2022 18:41:50,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam
WinSetupMon"
Warning,16/12/2022 18:41:42,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
{7022A3B3-D004-4F52-AF11-E9E987FEE25F}
 and APPID 
{ADA41B3C-C6FD-4A08-8CC1-D6EFDE67BE7D}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:41:41,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
{7022A3B3-D004-4F52-AF11-E9E987FEE25F}
 and APPID 
{ADA41B3C-C6FD-4A08-8CC1-D6EFDE67BE7D}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,16/12/2022 18:41:41,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
